User_id,Year,Month,Tweet_count,Hashtag_count,Percent_mobile,Retweet_count,Location_sharing_count,Quote_count,Percent_tweets
18166778,2020,11,59,5,1.0,707230.0,0,14,0.01453559990145356
18215662,2020,4,19,1,1.0,843.0,0,5,0.0024343369634849455
18215662,2020,5,17,0,1.0,926.0,0,3,0.0021780909673286353
18215662,2020,6,16,0,1.0,158.0,0,1,0.0020499679692504804
18215662,2020,7,38,1,1.0,897.0,0,0,0.004868673926969891
18215662,2020,8,31,2,1.0,2351.0,0,1,0.0039718129404228055
18215662,2020,9,30,9,1.0,619.0,0,1,0.003843689942344651
18215662,2020,10,28,3,1.0,459.0,0,2,0.003587443946188341
18215662,2020,11,16,0,1.0,123.0,0,1,0.0020499679692504804
18576537,2018,11,4,0,1.0,119.0,0,1,0.0002021018593371059
18576537,2018,12,2,0,1.0,14.0,0,1,0.00010105092966855295
18576537,2019,1,3,0,1.0,217.0,0,0,0.00015157639450282944
18576537,2019,4,1,1,1.0,203.0,0,0,5.052546483427647e-05
18576537,2019,5,1,0,1.0,1479.0,0,0,5.052546483427647e-05
18807289,2009,3,1,0,0.0,0.0,0,0,0.1
18807289,2009,4,1,0,0.0,0.0,0,0,0.1
18807289,2015,11,1,0,0.0,0.0,0,0,0.1
18807289,2015,12,3,3,0.0,0.0,0,0,0.3
18807289,2016,1,3,4,0.3333333333333333,2.0,0,0,0.3
19183750,2017,12,34,3,0.9117647058823529,0.0,0,0,0.00043218507690352106
19183750,2018,1,13,3,0.9230769230769231,0.0,0,0,0.0001652472352866404
19183750,2018,2,12,2,1.0,0.0,0,0,0.00015253590949536037
19183750,2018,3,6,1,1.0,0.0,0,0,7.626795474768019e-05
19183750,2018,4,22,2,1.0,1.0,0,0,0.00027964916740816066
19183750,2018,5,6,0,1.0,0.0,0,0,7.626795474768019e-05
19183750,2018,6,11,3,1.0,0.0,0,0,0.00013982458370408033
19183750,2018,7,10,1,1.0,2.0,0,1,0.00012711325791280032
19183750,2018,8,19,4,1.0,0.0,0,0,0.0002415151900343206
19183750,2018,9,17,1,1.0,2.0,0,1,0.00021609253845176053
19183750,2018,10,9,0,1.0,0.0,0,0,0.00011440193212152027
19183750,2018,11,6,2,1.0,0.0,0,0,7.626795474768019e-05
19183750,2018,12,3,0,1.0,0.0,0,0,3.8133977373840093e-05
19183750,2019,1,7,3,1.0,1.0,0,0,8.897928053896022e-05
19183750,2019,2,1,0,1.0,0.0,0,0,1.271132579128003e-05
19183750,2019,3,5,2,1.0,0.0,0,0,6.355662895640016e-05
19183750,2019,5,1,0,1.0,0.0,0,0,1.271132579128003e-05
19183750,2019,6,1,0,1.0,0.0,0,0,1.271132579128003e-05
19183750,2019,7,1,0,1.0,0.0,0,0,1.271132579128003e-05
19183750,2019,12,1,0,1.0,0.0,0,0,1.271132579128003e-05
19183750,2020,1,3,0,1.0,0.0,0,0,3.8133977373840093e-05
19230279,2020,11,197,2,1.0,1607.0,0,0,0.0046383499717460915
19739126,2020,10,111,20,1.0,364700.0,0,16,0.00813246391677046
19739126,2020,11,87,22,1.0,333869.0,0,15,0.006374093340171441
20014300,2018,10,4,15,0.5,115.0,0,0,0.00047938638542665386
20014300,2018,11,10,8,0.2,2236.0,0,2,0.0011984659635666348
20014300,2018,12,6,5,0.5,285.0,0,0,0.0007190795781399808
20014300,2019,1,8,6,0.25,289.0,0,0,0.0009587727708533077
20014300,2019,2,7,10,0.14285714285714285,378.0,0,1,0.0008389261744966443
20014300,2019,3,2,0,0.5,253.0,0,0,0.00023969319271332693
20014300,2019,4,3,1,0.3333333333333333,141.0,0,0,0.0003595397890699904
20014300,2019,5,2,0,0.0,75.0,0,0,0.00023969319271332693
20014300,2019,6,14,8,0.21428571428571427,827.0,0,0,0.0016778523489932886
20014300,2019,7,9,13,0.3333333333333333,460.0,0,0,0.0010786193672099713
20014300,2019,8,6,1,1.0,635.0,0,1,0.0007190795781399808
